2324,"Система образования в мире, и уж точно - у нас, предназначена для производства участников производства: подготовка к производству, производство, пенсия."
2325,"Соответственно, объём и качество знаний задается на уровне, необходимом для того, чтобы человек был удовлетворительным придатком системы производства. Не меньше. Но и не больше. "
2326,Вторая функция образовательной системы - общая социализация.
2327,"«...Детские сады, школы учат лгать, изворачиваться, приспосабливаться, притворяться, зажимать себя и давить на других, а знания, которые они дают - не более, чем соус к общему блюду социализации»."
2328,Однако ложь никогда не бывает приправой. Она всегда - основные блюдо.
2329,Кого из нас учили понимать себя? Понимать других? Выстраивать отношения: с самим собой и другими? 
2330,"Нас учат химии и математике, но не учат превращать свою жизнь в нечто осмысленное, и самостоятельно складывать ее обстоятельства в пользу этого смысла."
2331,"Искусству понимать и организовывать себя и других, по идее, должны учить, начиная с шести лет, добавляя так называемые «общеобразовательные предметы» по ходу."
2332,Но так не делают. 
2333,"Поэтому, мне (в частности) приходится переучивать уже взрослых людей - конечно, если они хотят этому учиться."
2334,Два вызова встаёт перед человеком на этом пути:
2335,"- взять личную ответственность за качество своей жизни и практик, которыми он организует этот смысл,"
2336,"- стать выше своего воспитания, образования и мышления, преодолеть их ограничивающее влияние."
2337,"Это серьёзная работа. Но люди, которые ее прошли, говорят, что оно того стоит.)"
2338,Основная логика курса - освоение собственного мышления и - способности высказать себя. 
2339,"Большинство людей не мыслят, а имеют на этот счёт соответствующую иллюзию."
2340,Эта иллюзия развеивается на первом же занятии.
2341,"И далее начинается длительный процесс освоения этой способности, которая и делает человека человеком."
2342,"Вторая линия - это умение применять своё мышление: не только для решения практических и теоретических задач, но и, в первую очередь, понимания себя и других, организации себя и других, улучшения своих жизненных практик."
2343,Курс состоит из девяти модулей по пять занятий каждый:
2344,"1. «Искусство мыслить». Это модуль посвящён освоению конкретных формул мышления, применение которого четко его организует. Модуль посвящён двум темам: накопление данных (из внешнего и внутреннего мира), и из анализ - до получения соответствующих выводов."
2345,"2. «Искусство говорить». Здесь мы реорганизуем свою речь, применив изученные на первом модуле формулы мышления для передачи своих мыслей другим. Мышление с речью связано нелинейно, по сути, необходимо, превратить облако мыслей в линию высказывания. Тем и займёмся. "
2346,"3. «Искусство читать». Этот модуль имеет целью научить Вас чтению текстов (любых), символов, картин, видеорядов и музыки, через понимание авторского текста, подтекста и контекста, из которого произведение было создано. Мы пройдём от анализа текста (символа, ряда) до установления и анализа идей, которые были вложены автором в своё произведение."
2347,"4. «Искусство аргументировать». Аргументация, доказательные рассуждения - один из самых сложных жанров для исполнения. Для того, чтобы уметь аргументировать, нужно четко установить предмет рассуждения - свой и собеседников, и провести из по лестнице тезисов, развивая одни умозаключения из других и связывая базовые утверждения с проблемными. Кроме того, нужно знать стратегию убеждения, как таковую, все ее шесть основных правил. Этому и будем учиться. "
2348,"5. «Искусство быть автором». Тоже непростой навык, обратный искусству читать. Здесь мы сами будем учиться создавать тексты: как художественные, так и функциональные, создавать символы и символическую нагрузку та тексты, создавать последовательные ряды символически нагруженных образов. Задача непростая, но освоение этих навыков откроет в Вас глубины, которые Вы сами в себе не подозревали.
       "
2349,"
- Politeka-live, ответы на вопросы зрителей с неподражаемой Ингой Мезерей:"
2350,00:00 Будем ли переименовывать Украину?
2351,02:18 Результаты рабочей поездки Зеленского в США.
2352,"04:33 Сформировались личные отношения между Зеленским, Байденои и Л.Остином (министр обороны США)."
2353,"05:44 Самая важный аспект американского визита: Украина - партнер, а не проситель."
2354,08:15 Какой будет государственный язык в Руси-Украине?
2355,"10:52 Как произошло похищение Руси. То, что сделал Прокопович, вернет Арестович."
2356,17:36 Возращение истории - это взятие ответственности за все исторические периоды.
2357,19:20 Возвращение к истокам даст культурный взрыв.
2358,23:24 Украинские военные в Афганистане составили положительное реноме Украине.
2359,24:38 Продвижения по Северному потоку-2. 
2360,26:35 Афганские беженцы в Украине.
2361,29:42 Участие Украины в предстоящем «Саммите лидеров за демократию».
2362,31:22 В чем разница между Украиной и Афганистаном в получении западной финансовой помощи.
2363,34:09 Ответственность за поведение депутатов несет руководство политической партии и сами депутаты. 
2364,39:43 Зачем на российские танки устанавливают экраны.
2365,40:15 Останется ли Беларусь независимым государством? 
2366,44:35 Предстоящие выборы в российскую Госдуму и протестный потенциал.
2367,48:33 Российское руководство – это удержание скреп без сохранения логики.
2368,54:10 Перезагрузка отношений США – Россия «растворились» в воздухе.
2369,"
       "
2370,"
- Надежда в Бозе, а сила - в руце."
2371,"Работает ГУР МОУ и авиация ВСУ.
       "
2372,"
"
2373,- Почитал я разнообразные возражения по поводу переименования государства в Русь-Украину.
2374,Теперь проверочный вопрос: 
2375,- чтобы - что?
2376,"Я хочу переименовать для того, чтобы:"
2377,"- вернуть нам тысячелетнее достоинство,"
2378,"- восстановить историческую справедливость,"
2379,"- обьединить страну,"
2380,"- победить Кремль субъектно - раз и навсегда, забрать у него первородство. "
2381,А Вы возражаете чтобы - что?
2382,"Все возражения, с которыми я до сих пор познакомился: от умных учёных слов до тупого хейта, сводятся к одному:"
2383,"- как бы чего не вышло, куда нам против маагучей России, не потянем, не сможем переубедить."
2384,Вторая группа возражений:
2385,"- ой, ах, утратим идентичность!.."
2386,—-
2387,Скажите - а слово «Украина» в новом названии - это уже утрата украинской идентичности или ещё нужно постараться?..
2388,Спасибо вам большое за эти возражения.)
2389,Они - лучшая реклама переименования.
2390,"Они - лучшее доказательство того, что с этим вашим убогим «как бы чего не вышло!..», как с программой идентичности пора покончить раз и навсегда."
2391,Удержание в этом «не получится» - и есть главная задача Москвы.
2392,Именно с этой целью они и воровали у нас наше имя и историю.
2393,"Именно за этим они сочиняли нам эту «идентичность».
       "
2394,"
- Завтра, в 17.00 стартует «Искусство читать»."
2395,Чтение - одна из функций мышления:
2396,"Большинство из нас читать не умеют, хотя и читает достаточно много. "
2397,"Во-первых, мы не понимаем - зачем мы читаем?.."
2398,"Чтение в наше время в очень большой степени превратилось в индустрию развлечений, и вместо знаний, мы извлекаем из книг впечатления."
2399,"Впечатления, как дым: появились и исчезли, и верным признаком не умеющего читать человека, является его неспособность пересказать прочитанную книгу, назвать ее системообразующую идею, форму и способы ее воплощения - слишком мало остаётся в памяти, ещё меньше, в понимании."
2400,"Во-вторых, мы не умеем выбирать - что читать?.."
2401,"А не умеем, потому, что не умеем определить авторский замысел и сравнить его на соответствие со своим. "
2402,Мы читаем по темам и по моде.
2403,"Темы,  между тем, редко прямо соотносятся с предметом текста, и ещё нелинейнее - с замыслом автора."
2404,А мода редко соотносится с нашими личными темами и задачами. 
2405,"Нужна ли мне лично эта конкретная книга - даже если ее читают все - непростой вопрос имеющий прямое отношение к искусству тратить своё жизненное время, т.е. имеющий прямое отношение к судьбе человека."
2406,"В-третьих, мы практически не умеем, определять контекст, из которого пишет автор, центральную идею, владевшую автором в момент написания. "
2407,"А контекст радикально преобразует текст, да так, как нам и в голову придти не могло. "
2408,"Итак, существует крест стратегии чтения."
2409,Вертикальное измерение это чтение трёх страниц:
2410,"- той, что написана (текст)"
2411,"- второй над ней - с авторским замыслом (подтекст),"
2412,- третьей - из авторского контекста (контекст). 
2413,"Горизонтальное, слева - направо:"
2414,- пересказываем текст кратко: устанавливаем в нем основное содержание и связи - мыслим; 
2415,"- пересказываем авторскую мысль своими словами, не употребляя слова, термины и понятия автора - мыслим самостоятельно;"
2416,"- устанавливаем  значение этих связей, авторскую идею и динамику развития идеи - мыслим независимо;"
2417,"- пересказываем идею автора одним предложением, поднятым до уровня метафоры или крылатого высказывания - мыслим оригинально. "
2418,"Это путешествие похоже на захватывающий детектив, археологическую экспедицию, путешествие на другую планету:"
2419,"- мы отыскиваем спрятанные сокровища, чтобы сделать их своими, обогатить себя."
2420,Читать тексты сегодня - недостаточно.
2421,"Поэтому, мы будем учиться читать ещё и образы: от картин и символов до видеоклипов и отдельных программ и фильмов. "
2422,"Логика их создания схожа с созданием текста, хотя язык другой, и сегодня когда очень много содержания смещается в видео-форму этот язык тоже нужно знать и уметь на нем читать. "
2423,"Правильное чтение, не просто способно дать нам новые знания. Оно способно сущностно изменить нас, дать нам новую жизнь."
2424,"Занятия начинаются завтра и будут проходить по субботам, с 17 до 20.00. "
2425,Приходите ): 
2426,"
       "
2427,"
"
2428,"- Найдите, как оговорится, хотя бы пару отличий."
2429,"Вообще, только три сообщества в мире пытаются занизить значимость визита украинской делегации в США и заключённых там соглашений:"
2430,"- кремлевские, ОПЗЖ, «ЕС»."
2431,"Причём, одними и теми же словами и аргументами. "
2432,"Честно говоря, я и разницы между ними давно не вижу."
2433,Что интересно:
2434,"- наши борцы за НАТО из лагеря «ЕС», мягко говоря, привели американскую сторону в состояние …эээ горького недоумения. "
2435,"Не удаётся американскому военно-медицинскому сообществу и нашей диаспоре, которые вкладывают усилия в перевод современных учебников на украинский язык, оценить тонкий юмор a la Захарова со стороны бьющих себя пяткой в грудь советчиков по верному установлению американско-украинских отношений:"
2436,"Особенно приятно, видимо, это конгрессвумен Марси Каптур - сопредседателю Украинского кокуса в Конгрессе США, которая дарила эту книгу Президенту Украины, автору законопроекта HR5859 «О введении санкций в отношении Российской Федерации с целью обеспечения дополнительной помощи Украине, а также для других целей». "
2437,"1 августа 2018 призвала Россию немедленно освободить украинских политзаключенных, в частности, украинского режиссера Олега Сенцова."
2438,——
2439,"Напрашивается цитата ещё одного деятеля российского МИД.
       "
2440,"
"
2441,- Обсудили с Марком Фейгиным и Андреем Пионтковским результаты визита украинской делегации в США и перспективы развития ситуации после визита.
2442,"- В частности, что теперь будет делать Кремль?"
2443,———
2444,Прописывайтесь на канал Марка:
2445,"
       "
2446,"
- Что нужно понимать про мой проект «Русь-Украина»?"
2447,1. Это моя личная инициатива и пока находится на уровне личной инициативы.
2448,"Хотя сторонников, а также людей и сообществ, которые независимо предлагают то же самое - немало. Ой, немало.)"
2449,"2. Конечно же, ни смена названия государства сама по себе, ни даже победа над Москвой в борьбе за первородство, ни являются исчерпывающими целями предложения."
2450,"Нет - речь идёт о куда более важных, масштабных и принципиальных вещах."
2451,Это проект грандиозного изменения нашей исторической судьбы.
2452,"Задача - исторического прыжка в будущее, разрыва с бледной немочью вечного провинциализма, вечного «не получится» и постоянного «да кому мы нужны», с первобытной замкнутостью мысли и чувства в пределах родного забора. "
2453,"Одним из символов проекта является князь Святослав - единственный настоящий геополитик в нашей истории, который не стеснялся рубить через всю геополитическую доску, сокрушать государства и переносить столицы."
2454,"Я хочу вернуть всем нам достоинство: себе, наших предкам и потомкам."
2455,Достоинство игроков общеземного масштаба. 
2456,"Я хочу, чтобы мы мыслили дерзко и действовали программно."
2457,"Я предлагаю нацию, для которой нет невозможного, которая не знает слово «предел» в своём воображении и планах, действует мощно,  инновационно, широко, шагая фигурами через всю доску, готовую идти за пределы воображения: в науке, искусстве, политике, бизнесе, в космосе и на Земле."
2458,Я хочу чтобы мы стали другими - такими какими мы были рождены на заре нашей цивилизации Руси. 
2459,"Такими, какими заслужила Украина тысячелетием своей истории: кровью, потом и талантами наших предков. Нашей с вами кровью. "
2460,Переименование - один из двадцати и  далеко не самый важный (хотя и необходимый) пункт проекта. 
2461,Важно другое.
2462,Дополнить нашу идентичность маршевой ступенью прорыва.
2463,"Исторического, цивилизационного,  судьбоносного прорыва - который мы давно заслужили."
2464,"Разорвать бледную немочь кармы бескрылых, сжиравшую нас до сих пор."
2465,"Взлететь над собой, над Землей, над судьбой."
2466,Оказаться сильнее рока и предначертанной нам кем-то упаднической траектории. 
2467,Мы это можем. Мы это заслужили. Мы это сделаем.
2468,"Конечно, такие вещи готовятся основательно."
2469,"Конечно, действовать необходимо со строгим расчётом, планово и последовательно. "
2470,"Конечно, предстоит этап масштабного мифодизайна и борьбы за место под солнцем в новых условиях - настоящей цивилизационной драки за право на собственную историческую роль. "
2471,"Конечно, сопротивление будет: не только внешнее, в новую очередь - сопротивление внутренне: сопротивление узкого мышления и узкой индентификации, боящейся не то, что полёта - лишнего движения по земле. "
2472,Оно уже есть.)
2473,Вся несостоятельность этого сопротивления видна в его жалких возражениях на Проект.
2474,"Жалость заключается в том, что в этих возражениях нет ни программы, ни предложений, ни содержания - кроме «…как бы ничего не случилось» и «…давайте остаёмся догнивать в нашем привычном болоте», «…не нужно ничего менять». "
2475,Этот тип самоидентификации обречён. 
2476,"Он технически не в состоянии выжить перед новыми вызовами времени и те, кто держится желания остаться в бледной немочи коротких горизонтов - враги и проекта, и Украины-Руси, они обрекают ее на новый виток исторических поражений. "
2477,"Именно из-за отказа мечтать, мыслить и летать. Действовать в историческом достоинстве. "
2478,"Мы не вытянем, не изменившись. Просто не потянем все ускоряющуюся цивилизационную гонку. "
2479,"Но мы - изменимся. Во имя прадедов, во имя правнуков, поднимется снова Русь - Украина. "
2480,"Прошу, помните - КТО мы. "
2481,"Тысяча поколений предков смотрит на нас с новой надеждой. Руський период, козацкий, все те, кто боролся за нашу собственное право и волю. "
2482,"Наша задача - поднять Украину в полный рост, зашагать широко и уверено. "
2483,"Полететь, как «Мрія» - вот наша задача. "
2484,"Наша главная идея - воля. Воля - как свобода для свершений и воля, как волевое движение души. "
2485,Это - наше уникальное предложение в копилку общей цивилизации Земли.
2486,"Самое свободное общество. Самые свободные люди - вот, что мы должны построить. "
2487,"Воля и красота.
       "
2488,"
- Продовжую насолоджуватися критикою «Русі-України»."
2489,Що мене найбільше веселить в цій ситуації?..
2490,1. Жоден з шановних супротивників Проекту не намагався уточнити його подробиці - усі одразу викинули у повітря повний набір своїх побоювань та проекцій.
2491,"Це зайвий раз підтверджує, що так звана «сучасна українська ідея» - урухомлюється страхом та травмою. "
2492,Саме ці слабкості і має здолати Проект.
2493,"2. Як завжди, Проект заперечують лише дві спільноти:"
2494,"- прихильники «сучасної української ідеї»,"
2495,- прихильники «сучасної російської ідеї» на Москві. 
2496,"Точно те саме, як під копірку, навіть, слова ті самі.)"
2497,Що у котрій раз доводить: 
2498,- так звана «сучасна українська ідея» живиться російськими архетипами та в значній мірі ними створена.
2499,"Найбільше життєве відкриття, через яке доведеться пройти прихильникам «сучасної української ідеї» - це те, що у іх ідей - московський скелет и дві третини крові. "
2500,Саме цю отруту і має здолати «Русь-Украіна».
2501,"Чекаю стадію торга.)
       "
2502,"
«Сучасна українська ідея» не має власної сутності."
2503,Вона майже повністю зроблена як «анті-Росія» і майже нічого власне оригінального не пропонує. 
2504,А контр-залежність - гірша за залежність.
2505,"З психологічної точки зору, прихільники «сучасної  української ідеї» служать Москві шляхом боротьби з нею. "
2506,«Русь-Україна» то є зовсім інша справа.
2507,"Це пропозиція унікальної цивілізаційної сутності, на відміну від історичного викривлення її, яким є «Росія».
       "
2508,"
"
2509,"- Проблема в том, что мы мыслим образами, а говорим словами. "
2510,Завтра начнём эту проблему решать: 
2511,"Проблема эта проявляется в течении десяти  секунд, достаточно попросить человека рассказать о своей работе. Или любимом фильме. Или о любимом блюде."
2512,"И если с описанием человек худо-бедно обычно справляется, то на вопросы:"
2513,- какова главная идея Вашего любимого сериала?
2514,- что именно Вас нравится в Вашем любимом блюде?
2515,- чем Вам понравилась эта картина?
2516,даже образованные люди уже (в нашей культуре) ответить обычно не в состоянии - не учили.
2517,Не учили - научим. 
2518,Высказать себя непросто.
2519,Для это нужно:
2520,"- определить то, что следует высказать (с учётом конкретной ситуации и собеседников),"
2521,"- схватить вниманием то, что готовиться к высказыванию, "
2522,"- отделить от другого содержания на эту же тему,"
2523,"- подготовить к высказыванию (перевести с языка образов на язык слов),"
2524,"- высказать, выстраивая причинно-следственную связь, выводя одно умозаключение из другого и сводя их к системообразующей идее высказываемого (которую ещё нужно уметь определить)."
2525,"Словом, это целое искусство, научиться которому я Вас и приглашаю."
2526,Занятия начинаются 7 сентября и будут проходить раз в две недели по вторникам с 19 до 22.00:
2527,"Подробности в видео:
       "
2528,"
"
2529,- Хотите с ходу научиться определять - кто перед вами?
2530,Можно с ним иметь дело или нет?
2531,Какое дело и как долго?
2532,"Во вторник, 14 сентября начнём:"
2533,Одна из насущных проблем мышления - раскрыть глаза и посмотреть вокруг.
2534,"Например, на людей."
2535,Одним из главных препятствий в мышлении являются установки.
2536,"Под их упреждающим влиянием наблюдения за людьми подбираются нами тенденциозно: не по хорошу мил, а по милу хорош. Выводы  делаются ещё тенденциознее. "
2537,"А теперь попробуйте посмотреть на себя так, как будто Вам нужно сейчас себя нарисовать."
2538,"И Вы поразитесь тому, что Вы увидите."
2539,"А ведь Вы не художник. Море деталей, которые бросятся Вам в глаза, бросились потому, что Вы всего лишь сменили установку. "
2540,"Я предлагаю Вам не только научиться лучше наблюдать, но и сменить установку при взгляде на окружающих Вас людей. "
2541,"Снять шоры с глаз, обойти шаблоны."
2542,"О, нет, я не буду, конечно, готовить из вас специалистов правоохранительного профиля или служб безопасности аэропортов (так исторически возник профайлинг). "
2543,А вот обучать обращать внимание на людей и понимать их поведение - буду. 
2544,"Я часто говорю на вступлении к занятиям, что мы тут занимаемся контр-культурными вещами."
2545,"Не в том смысле, что прямо боремся с культурой, в которой находимся, а в том, что преодолеваем некоторые штампы, которые она нам навязывает. Иногда - весьма фундаментальные штампы."
2546,"В нашей культуре, люди, увы, невнимательны к людям - или внимательны очень узко, в простых парах: опасен/безопасен, перспективен/бесперспективен, симпатичен/не симпатичен и проч. "
2547,"Мы будем учиться быть внимательным к людям в перспективе понимания мотивов их поведения и так, чтобы их поведение в результате анализа можно было прогнозировать. "
2548,Предметами такого анализа станут:
2549,"- одежда и аксессуары,"
2550,- тело и невербальное проявления;
2551,- речь и ее особенности;
2552,- внешние и внутренние роли человека. 
2553,"Вынув информацию из этих источников, мы научимся ее оценивать и делать выводы. "
2554,"Результатом курса должно стать то, что Вы:"
2555,"- увидите людей вокруг себя в куда более глубокой перспективе, "
2556,"- научитесь моделировать их поведение,"
2557,"- удивитесь, что человек - это нечто куда более интересное, чем можно было бы подумать, глядя на ленту соцсетей или экран телевизора."
2558,"- поймёте, что можно ожидать от конкретного человека в конкретной ситуации,"
2559,"- станете одновременно более человечным, более точным и более устойчивым  в общении. "
2560,"Присоединяйтесь к нам, занятия проводятся онлайн (zoom). Начало курса - во вторник, 14 сентября, занятия проводятся раз в две недели."
2561,Подробности в видео:
2562,"
       "
2563,"
"
2564,"- Для справки: мы переименовывались множество раз, только в двадцатом веке: Гетьманщина, УНР, УССР, Украина. "
2565,"Не считая ЗУНР, и всяких «Донецко-Криворожских республик». "
2566,Что-то я не слышал рефлексии по этому поводу у великих знатоков переименований.)
2567,"То есть быть сначала «Украинской народной республикой», а потом «Советской социалистической республикой», а потом «независимой Украиной» и объяснить всему миру и собственным гражданам эту разницу и необходимость переименования в глазах наших великих «историков» нормально, а объяснить разницу между «Русь» и «Россия», между «руськими» и «россиянами» ""сложно"", «…мы не сможем»."
2568,"За 30 лет я подустал от людей, чьи мысли и действия продиктованы страхом и тупостью."
2569,"Сначала они боялись ""Запада"", потом «совка», теперь боятся обидеть США/ЕС или раздраконить Кремль."
2570,"Ни сил, ни понимания, ни размаха."
2571,"Бледная спирохета вместо мозгов, заросшая вишней."
2572,И эти люди ещё обижаются на сравнение с афганскими беженцами.)
2573,"Вся мировая история - это нарративы храбрецов, которые творили невероятное, невыполнимое."
2574,"Все, кто трусил больших решений - или в рабстве, или стёрты из истории."
2575,"Подучились бы у своих врагов великим делам, пресмыкающиеся. "
2576,Даже казахи придумали «казахских русских». 
2577,"Тимоти Снайдер предлагает изящные решения, а уж он-то историк и специалист по Восточной Европе всяко покруче.)"
2578,"Я сказал про Русь-Украину в шутку, общаясь с Ромой Цимбалюком, но шутить на эту тему не собираюсь."
2579,"Между свинопасами и Святославом, я выбираю Святослава. "
2580,Долбанные селюки. 
2581,——
2582,"Вы прослушали короткий стихотворный эпиграф к лёгкому. изящному и ироничному диалогу Голованова, Гордона и Арестовича."
2583,Подробности - ниже:
2584,"
       "
2585,"
"
2586,- Politeka-live с великолепной Inga Mezerya.
2587,00:00 Приветствие
2588,00:37 Фильм СNN о спецоперации по «вагнеровцам».
2589,"07:26 Как сработали: СNN, ФСБ и украинская оппозиция."
2590,13:04 Драка Тищенко и Лероса в парламенте.
2591,16:03 Что лучше для Украины: членство в НАТО или статус постоянного союзника НАТО?
2592,19:00 Верховный Главнокомандующий в праве остановить любую спецоперацию?
2593,"21:56 Правило спецслужб: говори «сделал», а не сделаю."
2594,22:42 Можно верить Арестовичу?
2595,23:18 Варианты движения войск РФ после учений «Запад-2021».
2596,25:31 Какая военная опасность может угрожать со стороны белоруской границы.
2597,27:38 Российская программа мобилизации «Барс».
2598,29:44 Крымская платформа – проигрыш России.
2599,31:07 Почему региональные государства признают власть талибов?
2600,33:22 Почему Путин не сможет управлять Талибаном.
2601,"36:17 Путин, Шойгу и тайга."
2602,38:49 Русь-Украина и информационном пространстве Украины.
2603,41:20 Вопросы Дмитрию Разумкову от Алексея Арестовича.
2604,47:38 Нужны ли президенту Зеленскому досрочные выборы?
2605,"
       "
2606,"
"
2607,- Завтра - «Философия сознания»:
2608,Начало учебного года традиционно стартует с этого семинара.
2609,Когда-то давно я поставил перед собой задачу научиться мыслить. 
2610,И пошёл по цепочке. Как я понимаю - что вот это вот яблоко - «яблоко»?..
2611,По каким правилам я соединяю «яблоко» + «красное» + «лежит»?
2612,"Почему можно мыслить образами, а можно словами?.. "
2613,"Какое из этих двух мышлений эффективнее, и для каких случаев годится одно, а для каких другое?"
2614,И вот какую интересную штуку я обнаружил:
2615,"- мышление идёт через определенную символическую систему, будь то музыка, математика, естественный язык, искусственный язык, четыре зёрнышка апельсина, иероглифы или пляшущие человечки. "
2616,"И это - немаленькая вещь. Простейшая символическая система - светофор, всего пять символов, пять значений. "
2617,"Однако, человек, не знающий их значения, немедленно попадёт в неприятную, возможно, смертельную ситуацию. "
2618,"Может ли прогрессировать некто, не знающий слова «прогресс»? Быть счастливым тот, кто не понимает слово «счастье»?"
2619,"Английские историки отметили, что среди тысяч народов, англичанам не удалось колонизировать только один - бушменов. Потому, что в их языках отсутствуют слова «вина» и «ответственность». "
2620,"Понятия и идеи формируют действительность, в которой мы живём. За идеи люди умирают, за понятия - убивают. "
2621,Тогда следующая группа вопросов - это вопросы об идеях и понятиях.
2622,Где располагаются идеи и понятия? 
2623,"В головах? Между голов? В некоем каталоге? Мы воспринимаем их непосредственно или идеи и понятия - это то, что возникает в процессе коммуникации?"
